systemId,bioFr,parentSystemId,color,level,displayName,active,racineSystemId,sotsGlobalScore,unlockLevel,rarityTier,sotsRecent30Score,totalVotes,domainKey,id,created_date,updated_date,created_by_id,is_sample
"ST-000148","","ST-000146","","2","Impro","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02410","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000149","","ST-000146","","2","Sketch","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02411","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000150","","ST-000146","","2","Personnage","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02412","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000151","","ST-000146","","2","Musical","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02413","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000152","","ST-000146","","2","Physique","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02414","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000153","","ST-000146","","2","Animation / MC","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02415","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000154","","ST-000146","","2","Crowdwork","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02416","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000155","","ST-000147","","3","Observations / chronique","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02417","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000156","","ST-000147","","3","Anecdotes / storytelling","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02418","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000157","","ST-000147","","3","One-liners","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02419","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000158","","ST-000147","","3","Noir","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0241a","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000159","","ST-000147","","3","Trash / vulgaire","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0241b","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000160","","ST-000147","","3","Satire","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0241c","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000161","","ST-000147","","3","Absurde / non-sens","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0241d","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000162","","ST-000147","","3","Roast","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0241e","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000163","","ST-000147","","3","Politique","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0241f","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000164","","ST-000148","","3","Match d’impro","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02420","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000165","","ST-000148","","3","Long form (Harold)","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02421","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000166","","ST-000148","","3","Jeux courts (Whose Line?)","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02422","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000167","","ST-000148","","3","Impro musicale","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02423","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000168","","ST-000149","","3","Sketch de personnages","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02424","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000169","","ST-000149","","3","Sketch d’absurde","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02425","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000170","","ST-000149","","3","Satire de société","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02426","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000171","","ST-000149","","3","Mockumentary / faux reportage","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02427","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000172","","ST-000150","","3","Imitations","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02428","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000173","","ST-000150","","3","Caricature","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02429","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000174","","ST-000150","","3","Récurrent (série)","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0242a","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000175","","ST-000151","","3","Parodie de chanson","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0242b","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000176","","ST-000151","","3","Pastiche","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0242c","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000177","","ST-000151","","3","Jingles","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0242d","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000178","","ST-000152","","3","Burlesque","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0242e","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000179","","ST-000152","","3","Clown","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0242f","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000180","","ST-000152","","3","Accessoires","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02430","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000181","","ST-000152","","3","Mime","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02431","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000182","","ST-000153","","3","Animateur de soirée","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02432","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000183","","ST-000153","","3","Gala / awards","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02433","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000184","","ST-000153","","3","Corporate","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02434","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000185","","ST-000153","","3","Mariage / party privé","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02435","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000186","","ST-000154","","3","Warm-up (chauffeur de salle)","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02436","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000187","","ST-000154","","3","Jeux / quiz","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02437","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000188","","ST-000154","","3","Questions au public","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02438","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000189","","ST-000154","","3","Roast du public","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b02439","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000190","","ST-000154","","3","Call & response","true","ST-000146","0","1","common","0","0","humour","69b8134c77c81ce104b0243a","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000145","","ST-000140","","3","Shatta","true","ST-000094","0","10","epic","0","0","music","69b8134c77c81ce104b0243b","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000144","","ST-000140","","3","Bachata","true","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b0243c","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000143","","ST-000140","","3","Bouyon","true","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b0243d","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000142","","ST-000140","","3","Kompa","true","ST-000094","0","4","rare","0","0","music","69b8134c77c81ce104b0243e","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000141","","ST-000140","","3","Zouk","true","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b0243f","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000140","","ST-000094","","2","Caraïbes","true","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b02440","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000139","","ST-000121","","3","Grindcore","true","ST-000120","0","2","common","0","0","music","69b8134c77c81ce104b02441","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000138","","ST-000121","","3","Death Metal","true","ST-000120","0","2","common","0","0","music","69b8134c77c81ce104b02442","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000137","","ST-000121","","3","Power Metal","true","ST-000120","0","7","rare","0","0","music","69b8134c77c81ce104b02443","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000136","","ST-000121","","3","Progressive Metal","true","ST-000120","0","7","rare","0","0","music","69b8134c77c81ce104b02444","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000135","","ST-000121","","3","Classic Metal","true","ST-000120","0","2","common","0","0","music","69b8134c77c81ce104b02445","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000134","","ST-000122","","3","Alternative","true","ST-000120","0","1","common","0","0","music","69b8134c77c81ce104b02446","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000133","","ST-000122","","3","Indie Rock","true","ST-000120","0","4","rare","0","0","music","69b8134c77c81ce104b02447","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000132","","ST-000122","","3","Grunge","true","ST-000120","0","2","common","0","0","music","69b8134c77c81ce104b02448","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000131","","ST-000123","","3","Anarcho-Punk","true","ST-000120","0","1","common","0","0","music","69b8134c77c81ce104b02449","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000130","","ST-000123","","3","Punk Rock","true","ST-000120","0","7","rare","0","0","music","69b8134c77c81ce104b0244a","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000129","","ST-000123","","3","Skate Punk","true","ST-000120","0","11","epic","0","0","music","69b8134c77c81ce104b0244b","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000120","","","","1","Rock","true","ST-000120","0","1","common","0","0","music","69b8134c77c81ce104b0244c","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000121","","ST-000120","","2","Metal","true","ST-000120","0","1","common","0","0","music","69b8134c77c81ce104b0244d","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000122","","ST-000120","","2","Alt / indie","true","ST-000120","0","1","common","0","0","music","69b8134c77c81ce104b0244e","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000123","","ST-000120","","2","Punk / wave","true","ST-000120","0","1","common","0","0","music","69b8134c77c81ce104b0244f","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000124","","ST-000120","","2","Rock ‘n’ roll","true","ST-000120","0","1","common","0","0","music","69b8134c77c81ce104b02450","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000125","","ST-000124","","3","Soft Rock","true","ST-000120","0","12","epic","0","0","music","69b8134c77c81ce104b02451","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000126","","ST-000124","","3","Hard-core (Rock)","true","ST-000120","0","2","common","0","0","music","69b8134c77c81ce104b02452","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000127","","ST-000124","","3","Contemporary Rock","true","ST-000120","0","2","common","0","0","music","69b8134c77c81ce104b02453","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000128","","ST-000124","","3","Golden age","true","ST-000120","0","2","common","0","0","music","69b8134c77c81ce104b02454","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000116","","ST-000095","","3","Bolero","true","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b02455","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000117","","ST-000095","","3","Rumba","true","ST-000094","0","9","epic","0","0","music","69b8134c77c81ce104b02456","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000118","","ST-000095","","3","Mambo & Chachacha","true","ST-000094","0","5","rare","0","0","music","69b8134c77c81ce104b02457","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000119","","ST-000095","","3","Salsa","true","ST-000094","0","10","epic","0","0","music","69b8134c77c81ce104b02458","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000115","","ST-000095","","3","Tropicalia","false","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b02459","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000104","","ST-000095","","3","Baile-Funk","true","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b0245a","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000105","","ST-000095","","3","Merengue","true","ST-000094","0","5","rare","0","0","music","69b8134c77c81ce104b0245b","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000106","","ST-000095","","3","Boogaloo","false","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b0245c","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000107","","ST-000095","","3","Bossa Nova","true","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b0245d","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000108","","ST-000095","","3","Calypso","false","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b0245e","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000109","","ST-000095","","3","Chacon","false","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b0245f","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000110","","ST-000095","","3","Cumbia","true","ST-000094","0","2","common","0","0","music","69b8134c77c81ce104b02460","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000111","","ST-000095","","3","Milonga","false","ST-000094","0","1","common","0","0","music","69b8134c77c81ce104b02461","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000112","","ST-000095","","3","Samba","true","ST-000094","0","10","epic","0","0","music","69b8134c77c81ce104b02462","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000113","","ST-000095","","3","Soca","true","ST-000094","0","12","epic","0","0","music","69b8134c77c81ce104b02463","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000114","","ST-000095","","3","Tango","true","ST-000094","0","13","epic","0","0","music","69b8134c77c81ce104b02464","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000103","","ST-000096","","3","Ragga","true","ST-000094","0","7","rare","0","0","music","69b8134c77c81ce104b02465","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000102","","ST-000096","","3","Dancehall","true","ST-000094","0","2","common","0","0","music","69b8134c77c81ce104b02466","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000101","","ST-000096","","3","Dub","true","ST-000094","0","2","common","0","0","music","69b8134c77c81ce104b02467","2026-03-16T14:27:24.168000","2026-03-16T14:27:24.168000","698c747aee05acfdd23ea578","false"
"ST-000236","","","","1","Mode","true","ST-000236","0","1","common","0","0","photo","69b8134c77c81ce104b023e1","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000235","","","","1","Documentaire","true","ST-000235","0","1","common","0","0","photo","69b8134c77c81ce104b023e2","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000234","","","","1","Street","true","ST-000234","0","1","common","0","0","photo","69b8134c77c81ce104b023e3","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000233","","","","1","Portrait","true","ST-000233","0","1","common","0","0","photo","69b8134c77c81ce104b023e4","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000232","","","","1","Food truck","true","ST-000231","0","1","common","0","0","food","69b8134c77c81ce104b023e5","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000231","Mouvements subtils et élégants concentrés sur la manipulation raffinée des outils (cuillère, jigger, tin) plutôt que le lancer de bouteilles","ST-000222","","2","Craft Flair","true","ST-000222","0","1","common","0","0","food","69b8134c77c81ce104b023e6","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000230","Performance artistique et acrobatique, souvent avec des bouteilles d'entraînement (vides ou lestées), destinée aux compétitions ou animations scéniques","ST-000222","","2","Exhibition Flair","true","ST-000222","0","1","common","0","0","food","69b8134c77c81ce104b023e7","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000229","","ST-000221","","2","Pour banquets","true","ST-000221","0","1","common","0","0","food","69b8134c77c81ce104b023e8","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000228","","ST-000221","","2","Publicain & barman de quartier","true","ST-000221","0","1","common","0","0","food","69b8134c77c81ce104b023e9","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000227","","ST-000221","","2","Haut Volume","true","ST-000221","0","1","common","0","0","food","69b8134c77c81ce104b023ea","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000226","Mise en avant de produits locaux, herbes fraîches, sirops et infusions faits maison","ST-000220","","2","Artisanale","true","ST-000220","0","1","common","0","0","food","69b8134c77c81ce104b023eb","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000225","Utilisation de techniques scientifiques (siphons, sphérification, azote liquide) pour créer de nouvelles textures et formes.","ST-000220","","2","Moléculaire","true","ST-000220","0","1","common","0","0","food","69b8134c77c81ce104b023ec","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000224","Maîtrise des grands classiques (Martini, Mojito, Old Fashioned) en les réinventant.","ST-000220","","2","Classique / Revisitée","true","ST-000220","0","1","common","0","0","food","69b8134c77c81ce104b023ed","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000223","Cocktails tropicaux, souvent à base de rhum, avec des décorations élaborées et créatives","","","1","Tiki","true","ST-000223","0","1","common","0","0","food","69b8134c77c81ce104b023ee","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000222","Jonglage et de manipulation de bouteilles et d'outils pour animer le service","","","1","Flair","true","ST-000222","0","1","common","0","0","food","69b8134c77c81ce104b023ef","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000221","Professionnel polyvalent qui sert et prépare les boissons, gère l'inventaire et assure l'ambiance du bar","","","1","Bartender","true","ST-000221","0","1","common","0","0","food","69b8134c77c81ce104b023f0","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000220","Expert en création de cocktails, il conçoit des recettes originales et maîtrise l'art de mélanger les saveurs","","","1","Mixologie","true","ST-000220","0","1","common","0","0","food","69b8134c77c81ce104b023f1","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000219","","ST-000077","","3","Disco","true","ST-000076","0","2","common","0","0","music","69b8134c77c81ce104b023f2","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000219","","ST-000199","","3","Témoignage Client","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023f3","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000218","","ST-000199","","3","Formation / Tuto","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023f4","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000217","Mise en valeur des collaborateurs dans le cadre de l'événement","ST-000199","","3","Portrait d'équipe","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023f5","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000216","Classique et direct, idéal pour des messages institutionnels forts ou des témoignages d'intervenants clés","ST-000198","","3","Face Caméra","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023f6","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000215","","ST-000198","","3","Voix Off","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023f7","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000214","","ST-000198","","3","Conversations (2 personnes)","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023f8","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000213","","ST-000198","","3","Micro-trottoir","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023f9","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000212","","ST-000197","","3","Cinématique","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023fa","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000211","","ST-000197","","3","Documentaire","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023fb","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000210","","ST-000197","","3","Reportage","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023fc","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000209","","ST-000197","","3","Capsule","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023fd","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000208","","ST-000196","","3","Concerts","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023fe","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000207","","ST-000196","","3","Podcasts","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b023ff","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000206","","ST-000196","","3","Hybride (audience physique et virtuelle)","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b02400","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000205","","ST-000196","","3","Live Streaming & Webcasting","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b02401","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000204","","ST-000196","","3","Multicaméra (Style TV)","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b02402","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
"ST-000203","","ST-000195","","3","Save the date","true","ST-000193","0","1","common","0","0","video","69b8134c77c81ce104b02403","2026-03-16T14:27:24.167000","2026-03-16T14:27:24.167000","698c747aee05acfdd23ea578","false"
