claimedAt,completedAt,missionId,missionKey,progress,userId,status,id,created_date,updated_date,created_by_id,is_sample
"","","69b347e9da1ffb3e275aa041","corporate_4a7","{""event_created"":2}","698c747aee05acfdd23ea578","in_progress","69b7169a1f1f7036973538be","2026-03-15T20:29:14.695000","2026-03-15T20:33:16.037000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","","69b34836d3d07504ea58b394","all_night_long","{""event_created"":1}","69b4a8115562898f235bf638","in_progress","69b4ad382f48be8677e27318","2026-03-14T00:35:04.911000","2026-03-14T00:35:04.911000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","","69b34836d3d07504ea58b394","all_night_long","{""event_created"":1}","69b4a88ad33793adbf168b20","in_progress","69b4ad2a4b8e3c1278d02fa9","2026-03-14T00:34:50.540000","2026-03-14T00:34:50.540000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","","69b347e9da1ffb3e275aa041","corporate_4a7","{""event_created"":1}","69b48a2b7d5c0db589c6bb1c","in_progress","69b491d6089c766eb8dd0a5e","2026-03-13T22:38:14.444000","2026-03-13T22:38:14.444000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","","69b34836d3d07504ea58b394","all_night_long","{""event_created"":1}","69b48a2b7d5c0db589c6bb1c","in_progress","69b48c12691ff77743927d4d","2026-03-13T22:13:38.412000","2026-03-13T22:13:38.412000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","","69b347e9da1ffb3e275aa041","corporate_4a7","{""event_created"":1}","69b041a28ed1d3967eceb5b1","in_progress","69b43c6f3f42fc0dc21ac63a","2026-03-13T16:33:51.311000","2026-03-13T16:33:51.311000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","","69b34836d3d07504ea58b394","all_night_long","{""event_created"":1}","698dd1b2193c860027a3457a","in_progress","69b43c5d02bb566fc417c8ab","2026-03-13T16:33:33.583000","2026-03-13T16:33:33.583000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","","69b347e9da1ffb3e275aa041","corporate_4a7","{""event_created"":2}","698d204286a5af9808991620","in_progress","69b412a5ce641066c3b54b85","2026-03-13T13:35:33.452000","2026-03-13T13:57:36.671000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","","69b34836d3d07504ea58b394","all_night_long","{""event_created"":1}","698c747aee05acfdd23ea578","in_progress","69b368e463667902251c8ab2","2026-03-13T01:31:16.458000","2026-03-13T01:31:16.458000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
