vibe,coverImageUrl,timezone,arrondissement,geoLat,domainDominantKey,iconKey,type,geoLng,domainRanking,province,sotsRecent30Score,difficultyTier,totalVotes,domainKey,systemId,active,codePostal,sotsGlobalScore,styleTags,radiusKm,name,adresse,parentCheckpointId,pays,id,created_date,updated_date,created_by_id,is_sample
"underground","","America/Toronto","Ville-Marie","45.50037189939678","","👩‍💻","Coworking","-73.57232968279513","[]","QC","0","1","0","","NC-0000000187","false","","0","[]","0.1","Wework","1010 rue Sainte-Catherine O","","CA","69ce5852314e03da4ab945c5","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/435460874_450944860796654_7446732382978391516_n_ltr1p7.jpg","America/Toronto","Ville-Marie","45.50449464980392","music","🪩","Club","-73.56342799456566","[{""weight"":1,""key"":""music""}]","QC","0","1","0","","NC-0000000101","true","","0","[]","0.1","Pelicano","1076 rue De Bleury","","CA","69ce5852314e03da4ab945cf","2026-04-02T11:51:46.973000","2026-04-20T14:46:16.592000","698c747aee05acfdd23ea578","false"
"","","America/Toronto","Le Plateau-Mont-Royal","45.522044396280045","humour","🪩","Club","-73.57780212185449","[]","QC","0","","0","music","NC-0000000154","false","","0","[]","0.1","Cave Montréal venue","410 rue Rachel E","","CA","69ce5852314e03da4ab945b7","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","","America/Toronto","Le Plateau-Mont-Royal","45.52330453760614","","🍻","Bar","-73.59291935681202","[]","QC","0","","0","","NC-0000000070","false","","0","[]","0.1","Le Siboire","5101 boulevard Saint-Laurent","","CA","69ce5852314e03da4ab945bb","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/277661343_959359328276668_6720247336427954602_n_vwvhsc.jpg","America/Toronto","Ville-Marie","45.50319739515629","","🍻","Bar","-73.5562322471859","[]","QC","0","","0","","NC-0000000139","true","","0","[]","0.1","Clandestino","436 rue Saint-François-Xavier","","CA","69ce5852314e03da4ab945ce","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/543032628_17958827522987344_4927081687787337515_n_z0btl7.jpg","America/Toronto","Ville-Marie","45.50528033349305","humour","🍻","Bar","-73.55327889993175","[{""weight"":1,""key"":""humour""}]","QC","0","","0","","NC-0000000160","true","H2Y 2Y3","0","[]","0.1","Cappela","3 De la Commune St W suite A","","CA","69ce5852314e03da4ab945d0","2026-04-02T11:51:46.973000","2026-04-20T14:46:14.753000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Ville-Marie","45.52099677429988","music","🍺","Pub","-73.57552975791741","[{""weight"":1,""key"":""music""}]","QC","0","1","0","","NC-0000000080","false","","0","[]","0.1","Pub thailandais","","","CA","69ce5852314e03da4ab945b3","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/640323333_18419411350187024_5562816095974898875_n_bcqzm2.jpg","America/Toronto","Ville-Marie","45.52024122701606","","🍻","Bar","-73.55471164607093","[]","QC","0","","0","","NC-0000000127","true","","0","[]","0.1","SALON DISTRICT VIDEO","1365 rue Sainte-Catherine E","","CA","69ce5852314e03da4ab945b1","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","","America/Toronto","Ville-Marie","45.52093403800124","music","🍻","Bar","-73.55369479931035","[{""weight"":0.7143,""key"":""music""},{""weight"":0.1429,""key"":""humour""},{""weight"":0.1429,""key"":""art""}]","QC","0","","0","music","NC-0000000152","false","","0","[]","0.1","Terrasses Sky Club","1478 rue Sainte-Catherine E","","CA","69ce5852314e03da4ab945b2","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","","America/Toronto","Ville-Marie","45.52283246067344","","📺","Radio et télévision","-73.55338363363877","[]","QC","0","","0","","NC-0000000207","false","","0","[]","0.1","SETTE INC.","1500 avenue Papineau","","CA","69ce5852314e03da4ab945ba","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/463896366_1063353212206633_1272400555806441274_n_bsd9o3.jpg","America/Toronto","Ville-Marie","45.505972782432686","music","🍸","Bistro","-73.56907613466794","[{""weight"":1,""key"":""music""}]","QC","0","1","0","","NC-0000000105","true","","0","[]","0.1","BAR LE FURCO","425 rue Mayor","","CA","69ce5852314e03da4ab945d4","2026-04-02T11:51:46.973000","2026-04-20T14:46:20.646000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/438639429_1895276190921899_525122880584801213_n_hdwq77.jpg","America/Toronto","Ville-Marie","45.51029950061417","humour","🍻","Bar","-73.56068329511155","[{""weight"":1,""key"":""humour""}]","QC","0","","0","","NC-0000000163","true","H2X 2S6","0","[]","0.1","Société des arts technologiques [SAT]","1201 Boul. Saint-Laurent","","CA","69ce5852314e03da4ab945d9","2026-04-02T11:51:46.973000","2026-04-20T14:46:07.271000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/465828023_2894578090680901_2766580446561866585_n_v16thp.jpg","America/Toronto","Ville-Marie","45.522551905911385","","🍻","Bar","-73.55187626177997","[]","QC","0","1","0","","NC-0000000089","true","","0","[]","0.1","BAR LE STUD","1812 rue Sainte-Catherine E","","CA","69ce5852314e03da4ab945b9","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/272689898_113435567770850_7264787673270101810_n_jjpklj.jpg","America/Toronto","Le Plateau-Mont-Royal","45.52387925541195","","📺","Radio et télévision","-73.5950310872397","[]","QC","0","","0","","NC-0000000209","true","","0","[]","0.1","L'espace Warm up","5214 boulevard Saint-Laurent","","CA","69ce5852314e03da4ab945c1","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/274032128_484387063058821_2918311462132002962_n_mtzd4c.jpg","America/Toronto","Le Plateau-Mont-Royal","45.5245695440551","","🍸","Bistro","-73.59659365937426","[]","QC","0","1","0","","NC-0000000081","true","","0","[]","0.1","LE MOINEAU (SPARROW)","5322 boulevard Saint-Laurent","","CA","69ce5852314e03da4ab945c4","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Ville-Marie","45.50573338883353","","👩‍💻","Coworking","-73.56830903011878","[]","QC","0","1","0","","NC-0000000186","false","","0","[]","0.1","GAMEPLAY SPACE","1435 rue Saint-Alexandre","","CA","69ce5852314e03da4ab945d2","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Ville-Marie","45.50665117916587","","👩‍💻","Coworking","-73.55447350324359","[]","QC","0","1","0","","NC-0000000189","false","","0","[]","0.1","Centre d'affaires St-Gabriel","442 rue Saint-Gabriel","","CA","69ce5852314e03da4ab945d5","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/572673704_17847533673596223_5080576461406043703_n_debuha.jpg","America/Toronto","Lachine","45.43416076942113","music","🍻","Bar","-73.69035521903903","[{""weight"":0.5,""key"":""music""},{""weight"":0.5,""key"":""humour""}]","QC","0","1","0","","NC-0000000030","true","","0","[]","0.1","Honky Tonk","2915 rue Notre-Dame O","","CA","69ce5852314e03da4ab945db","2026-04-02T11:51:46.973000","2026-04-20T14:46:01.985000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774922513/microrave/avatars/ix6en9tqjvodvf2eenlo.jpg","America/Toronto","Le Plateau-Mont-Royal","45.519898973793055","music","👩‍💻","Coworking","-73.59780375091897","[{""weight"":1,""key"":""music""}]","QC","0","","0","","NC-0000000177","true","","0","[]","0.1","Espace Mile End","368 avenue Fairmount O","","CA","69ce5852314e03da4ab945af","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/496949433_18477754210070459_3353117229701840775_n_zg5n0z.jpg","America/Toronto","Ville-Marie","45.500552058651365","music","🍻","Bar","-73.57480092655706","[{""weight"":1,""key"":""music""}]","QC","0","","0","","NC-0000000124","true","","0","[]","0.1","Soubois","1106 boulevard De Maisonneuve O","","CA","69ce5852314e03da4ab945c7","2026-04-02T11:51:46.973000","2026-04-20T14:45:59.928000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/653600283_18350319505232128_5372167067472574541_n_pyf1a0.jpg","America/Toronto","Ville-Marie","45.50169409102755","","🍸","Bistro","-73.55920080056957","[]","QC","0","1","0","","NC-0000000091","true","","0","[]","0.1","JIAO BAR A DIM SUM","399 rue Notre-Dame O","","CA","69ce5852314e03da4ab945c9","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/476112958_971265418302852_1616456603451634587_n_mgqhq8.jpg","America/Toronto","Ville-Marie","45.5018647866566","music","🪩","Club","-73.55975418807485","[]","QC","0","1","0","","NC-0000000093","true","","0","[]","0.1","Francesco's","394 rue Notre-Dame O","","CA","69ce5852314e03da4ab945ca","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Ville-Marie","45.501589445336855","","👩‍💻","Coworking","-73.56864655078806","[]","QC","0","1","0","","NC-0000000197","false","","0","[]","0.1","WEWORK","1010 rue Sainte-Catherine O","","CA","69ce5852314e03da4ab945c8","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Ville-Marie","45.50579550947463","","👩‍💻","Coworking","-73.56925964067547","[]","QC","0","1","0","","NC-0000000188","false","","0","[]","0.1","CAFE PARVIS","433 rue Mayor","","CA","69ce5852314e03da4ab945d3","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/274032128_484387063058821_2918311462132002962_n_mtzd4c.jpg","America/Toronto","Ville-Marie","45.50737524443578","","🎤","Karaoké","-73.55975474376224","[]","QC","0","","0","","NC-0000000157","true","","0","[]","0.1","CEO Karaoke","1008 rue Clark","","CA","69ce5852314e03da4ab945d6","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Ville-Marie","45.445343088480215","","👩‍💻","Coworking","-73.81397327891283","[]","QC","0","1","0","","NC-0000000199","false","","0","[]","0.1","Fabzone","269 boulevard Saint-Jean","","CA","69ce5852314e03da4ab945dd","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/639738307_18362659705164576_1880871500698284003_n_jbzrgh.jpg","America/Toronto","Ville-Marie","45.5185498489645","","🎤","Karaoké","-73.5559009938338","[]","QC","0","","0","","NC-0000000147","true","","0","[]","0.1","LE DATE PIANO BAR","1218 rue Sainte-Catherine E","","CA","69ce5852314e03da4ab945a8","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/430640656_1887793055012320_7578006166869229235_n_csqbcs.jpg","America/Toronto","Ville-Marie","45.51938352849866","","📺","Radio et télévision","-73.55335805112855","[]","QC","0","","0","","NC-0000000203","true","","0","[]","0.1","Sartec","1231 rue Panet","","CA","69ce5852314e03da4ab945ad","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774921547/microrave/avatars/azzoikouzdqlahguckqp.jpg","America/Toronto","Le Plateau-Mont-Royal","45.52009208136126","music","🍻","Bar","-73.58608907716406","[{""weight"":0.6471,""key"":""music""},{""weight"":0.2353,""key"":""humour""},{""weight"":0.1176,""key"":""video""}]","QC","0","","0","","NC-0000000150","true","","0","[]","0.1","LE BELMONT SUR LE BOULEVARD ENR.","4483 boulevard Saint-Laurent","","CA","69ce5852314e03da4ab945b0","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/450392286_7640579959383725_5520387428235680340_n_wrijwc.jpg","America/Toronto","Le Plateau-Mont-Royal","45.52186550923838","music","🍻","Bar","-73.59363553817668","[{""weight"":1,""key"":""music""}]","QC","0","1","0","","NC-0000000117","true","","0","[]","0.1","BAR DATCHA","98 avenue Laurier O","","CA","69ce5852314e03da4ab945b5","2026-04-02T11:51:46.973000","2026-04-20T14:45:57.503000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/26152210_380182455728421_7386347063304257536_n_xi5bow.jpg","America/Toronto","Ville-Marie","45.52342863381392","","🍻","Bar","-73.58319087665316","[]","QC","0","","0","","NC-0000000134","true","","0","[]","0.1","BILY KUN","354 avenue du Mont-Royal E","","CA","69ce5852314e03da4ab945bc","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/448881631_283041851498075_8385294665605133409_n_swp3qi.jpg","America/Toronto","Ville-Marie","45.50227724148789","","👩‍💻","Coworking","-73.55917116754664","[]","QC","0","1","0","","NC-0000000190","true","","0","[]","0.1","CREW COLLECTIVE & CAFÉ","360 rue Saint-Jacques","","CA","69ce5852314e03da4ab945cc","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Ville-Marie","45.50764544437705","","👩‍💻","Coworking","-73.56160384236023","[]","QC","0","1","0","","NC-0000000198","false","","0","[]","0.1","URBAN 68","1111 rue Saint-Urbain","","CA","69ce5852314e03da4ab945d7","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Ville-Marie","45.51879999332221","humour","🍻","Bar","-73.55972027583881","[{""weight"":0.5,""key"":""humour""},{""weight"":0.5,""key"":""music""}]","QC","0","1","0","","NC-0000000075","false","","0","[]","0.1","MINERAL","","","CA","69ce5852314e03da4ab945a9","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/475879775_1325782325403985_1380516203871949219_n_kn526d.jpg","America/Toronto","Le Plateau-Mont-Royal","45.52383100921258","","🍻","Bar","-73.58222107109907","[]","QC","0","1","0","","NC-0000000121","true","","0","[]","0.1","BAR POW POW","4459 rue Saint-Denis","","CA","69ce5852314e03da4ab945be","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","","America/Toronto","Le Plateau-Mont-Royal","45.52386672233313","","📺","Radio et télévision","-73.59499128301803","[]","QC","0","","0","","NC-0000000205","false","","0","[]","0.1","Radio centre ville 102,3 FM","5212 boulevard Saint-Laurent","","CA","69ce5852314e03da4ab945bf","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1775059737/microrave/avatars/k0vyz52qyjfxx0wdug9v.jpg","America/Toronto","Le Plateau-Mont-Royal","45.52449274540594","","🍻","Bar","-73.58375283838029","[]","QC","0","1","0","","NC-0000000112","true","","0","[]","0.1","CLEBARD","4557 rue Saint-Denis","","CA","69ce5852314e03da4ab945c3","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923513/microrave/avatars/lkchzsloo8eiiud2loyk.jpg","America/Toronto","Ville-Marie","45.50899750011303","music","🛢️","Microbrasserie","-73.5515258148442","[{""weight"":0.8125,""key"":""music""},{""weight"":0.125,""key"":""humour""},{""weight"":0.0625,""key"":""video""}]","QC","0","","0","","NC-0000000122","true","","0","[]","0.1","Brasserie Brewskey","350 rue Saint-Paul E","","CA","69ce5852314e03da4ab945d8","2026-04-02T11:51:46.973000","2026-04-28T18:59:39.173000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/47689850_461118031386555_6079460812315951104_n_uiqb1e.jpg","America/Toronto","Le Plateau-Mont-Royal","45.522453388885886","","🍻","Bar","-73.58405950362973","[]","QC","0","","0","","NC-0000000069","true","","0","[]","0.1","BAR SALON MR250","250 avenue du Mont-Royal E","","CA","69ce5852314e03da4ab945b8","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/403880423_651862813819028_6107675320244293247_n_gxzpld.jpg","America/Toronto","Ville-Marie","45.50191906103017","","🪩","Club","-73.55971186992285","[]","QC","0","1","0","","NC-0000000079","true","","0","[]","0.1","BORD'ELLE","390 rue Saint-Jacques","","CA","69ce5852314e03da4ab945cb","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Ville-Marie","45.5054547415984","music","🪩","Club","-73.55704263252163","[{""weight"":1,""key"":""music""}]","QC","0","1","0","","NC-0000000092","false","","0","[]","0.1","Lola  Lola Lolita","60 rue Saint-Jacques","","CA","69ce5852314e03da4ab945d1","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774917070/microrave/avatars/gsxx7a0lgkjytewzyxke.jpg","America/Toronto","Ville-Marie","45.51836388378321","music","🍻","Bar","-73.55649587233674","[{""weight"":1,""key"":""music""}]","QC","0","","0","","NC-0000000156","true","","0","[]","0.1","BAR DISCOTHEQUE UNITY III","1400 rue Montcalm","","CA","69ce5852314e03da4ab945a7","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923139/microrave/avatars/gci3dch6zoeosratbtss.jpg","America/Toronto","Le Plateau-Mont-Royal","45.51893020421502","art","🍸","Bistro","-73.58400610660487","[{""weight"":1,""key"":""art""}]","QC","0","","0","","NC-0000000148","true","","0","[]","0.1","BAR DARLING","4328 boulevard Saint-Laurent","","CA","69ce5852314e03da4ab945aa","2026-04-02T11:51:46.973000","2026-04-20T14:46:06.347000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/336848500_1333722400804887_8827420693988334556_n_pong93.jpg","America/Toronto","Ville-Marie","45.51912798327976","","🍻","Bar","-73.55534208303621","[]","QC","0","1","0","","NC-0000000307","true","H2L 3B4","0","[]","0.1","Motel Motel","1276 Rue Sainte-Catherine E","","CA","69ce5852314e03da4ab945ab","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923326/microrave/avatars/shbd6ih06isi0nwpdcah.jpg","America/Toronto","Le Plateau-Mont-Royal","45.51915354462335","humour","🪩","Club","-73.58450460363153","[{""weight"":0.5,""key"":""humour""},{""weight"":0.5,""key"":""music""}]","QC","0","","0","","NC-0000000159","true","","0","[]","0.1","BAR BALATTOU INC","4372 boulevard Saint-Laurent","","CA","69ce5852314e03da4ab945ac","2026-04-02T11:51:46.973000","2026-04-02T11:51:46.973000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/29717859_1002460923262719_1661040544022790144_n_h68uyw.jpg","America/Toronto","Lachine","45.43483607496061","humour","🛢️","Microbrasserie","-73.6758960211724","[{""weight"":0.5,""key"":""humour""},{""weight"":0.25,""key"":""music""},{""weight"":0.25,""key"":""responsable""}]","QC","0","1","0","","NC-0000000014","true","","0","[]","0.1","BRASSERIE LOUKS","1345 rue Notre-Dame O","","CA","69ce5852314e03da4ab945dc","2026-04-02T11:51:46.973000","2026-04-20T14:45:59.227000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/75266901_538976993613360_7956732361029189632_n_mjqeos.jpg","America/Toronto","Rosemont–La Petite-Patrie","45.53532657886021","","🍻","Bar","-73.60107368857264","[]","QC","0","","0","","NC-0000000062","true","","0","[]","0.1","BAR NESTOR","6289 rue Saint-Hubert","","CA","69ce5852314e03da4ab94554","2026-04-02T11:51:46.972000","2026-04-02T11:51:46.972000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Mercier–Hochelaga-Maisonneuve","45.603922702889214","","🍺","Pub","-73.51867262973047","[]","QC","0","1","0","","NC-0000000099","false","","0","[]","0.1","PUB ROMANA","8933 rue Hochelaga","","CA","69ce5852314e03da4ab9457d","2026-04-02T11:51:46.972000","2026-04-02T11:51:46.972000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Le Plateau-Mont-Royal","45.531673783273966","music","🛢️","Microbrasserie","-73.57555101953426","[{""weight"":1,""key"":""music""}]","QC","0","1","0","","NC-0000000076","false","","0","[]","0.1","PUB WEST SHEFFORD INC.","1562 avenue du Mont-Royal E","","CA","69ce5852314e03da4ab9454d","2026-04-02T11:51:46.972000","2026-04-02T11:51:46.972000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774918419/microrave/avatars/xzxpq9iewrfo53ic4vfj.jpg","America/Toronto","Le Plateau-Mont-Royal","45.53377738212121","humour","🍻","Bar","-73.57393763993718","[{""weight"":0.6667,""key"":""humour""},{""weight"":0.3333,""key"":""music""}]","QC","0","1","0","","NC-0000000108","true","","0","[]","0.1","LE TERMINAL","1875 avenue du Mont-Royal E","","CA","69ce5852314e03da4ab94553","2026-04-02T11:51:46.972000","2026-04-20T14:45:51.851000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774915990/450240956_1645205076265632_7893651800416885369_n_jma5u2.jpg","America/Toronto","Ahuntsic–Cartierville","45.53836155219036","music","🍻","Bar","-73.65498690113165","[{""weight"":0.6667,""key"":""music""},{""weight"":0.3333,""key"":""humour""}]","QC","0","","0","","NC-0000000169","true","","0","[]","0.1","Agence Modroom","555 rue Chabanel O","","CA","69ce5852314e03da4ab9455a","2026-04-02T11:51:46.972000","2026-04-20T14:45:56.229000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774915990/microrave/avatars/o5c5ldshatsl9mlqel12.jpg","America/Toronto","Ville-Marie","45.53877","humour","🎙️","Coworking","-73.56268","[{""weight"":0.6667,""key"":""humour""},{""weight"":0.2593,""key"":""music""},{""weight"":0.0741,""key"":""art""}]","QC","0","","0","","NC-0000000165","true","H2H 1P3","0","[]","0.1","Kampus Coworking","2700 Rue Angus","NC-0000000165","CA","69ce5852314e03da4ab9455c","2026-04-02T11:51:46.972000","2026-04-20T14:45:40.446000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/288682913_141056045197118_7827562505669972412_n_subo0l.jpg","America/Toronto","Saint-Léonard","45.585075303484686","video","🪩","Club","-73.57102331368037","[]","QC","0","1","0","","NC-0000000024","true","","0","[]","0.1","Café Bar Sasha","6075 rue Bélanger","","CA","69ce5852314e03da4ab94579","2026-04-02T11:51:46.972000","2026-04-02T11:51:46.972000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/68768311_453131385275293_181449530598752256_n_p4wxkq.jpg","America/Toronto","Ville-Marie","45.51098410144692","","🍻","Bar","-73.56310530022779","[]","QC","0","1","0","","NC-0000000109","true","","0","[]","0.1","LES FOUFOUNES ÉLECTRIQUES","87 rue Sainte-Catherine E","","CA","69ce5852314e03da4ab94585","2026-04-02T11:51:46.972000","2026-04-02T11:51:46.972000","698c747aee05acfdd23ea578","false"
"underground","","America/Toronto","Le Plateau-Mont-Royal","45.51197590583777","","👩‍💻","Coworking","-73.57023173847833","[]","QC","0","1","0","","NC-0000000184","false","","0","[]","0.1","Café Osmo","51 rue Sherbrooke O","","CA","69ce5852314e03da4ab94587","2026-04-02T11:51:46.972000","2026-04-02T11:51:46.972000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/604133526_18437532181103260_8319018195318162357_n_x5udyv.jpg","America/Toronto","Le Plateau-Mont-Royal","45.51344007515808","","🍻","Bar","-73.5712576445703","[]","QC","0","1","0","","NC-0000000098","true","","0","[]","0.1","La porte","3519 boulevard Saint-Laurent","","CA","69ce5852314e03da4ab9458d","2026-04-02T11:51:46.972000","2026-04-02T11:51:46.972000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774989977/microrave/avatars/rvirnobsnqjpqze1i5zr.jpg","America/Toronto","Ville-Marie","45.51379357952941","music","📺","Radio et télévision","-73.56008074600894","[]","QC","0","1","0","","NC-0000000301","true","H2L 2C5","0","[]","0.1","CHOQ.ca","Pavillon Hubert-Aquin, 400 Rue Sainte-Catherine E","","CA","69ce5852314e03da4ab9458e","2026-04-02T11:51:46.972000","2026-04-02T11:51:46.972000","698c747aee05acfdd23ea578","false"
"","https://res.cloudinary.com/dnp8eionl/image/upload/v1774923865/463399601_2217407201974773_5268018298643546834_n_z0nftb.jpg","America/Toronto","Rosemont–La Petite-Patrie","45.55821149425966","humour","🍻","Gérance d'artistes","-73.59300454292423","[{""weight"":1,""key"":""humour""}]","QC","0","","0","","NC-0000000166","true","","0","[]","0.1","Villa des acteurs","3336 rue Bélanger","","CA","69ce5852314e03da4ab94573","2026-04-02T11:51:46.972000","2026-04-20T14:46:14.039000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774991412/microrave/avatars/dofwqtdlnyzn3pefjpl1.jpg","America/Toronto","Ahuntsic–Cartierville","45.56830952664505","","🍻","Bar","-73.65306616862864","[]","QC","0","1","0","","NC-0000000007","true","","0","[]","0.1","Brouhaha","10295 avenue Papineau","","CA","69ce5852314e03da4ab94576","2026-04-02T11:51:46.972000","2026-04-02T11:51:46.972000","698c747aee05acfdd23ea578","false"
"underground","https://res.cloudinary.com/dnp8eionl/image/upload/v1774991698/microrave/avatars/att4q6zckkwsi68eppuk.jpg","America/Toronto","Saint-Léonard","45.59750211911606","humour","🍻","Bar","-73.57988738984749","[{""weight"":1,""key"":""humour""}]","QC","0","1","0","","NC-0000000005","true","","0","[]","0.1","CAFÉ MERCEDES","6715 rue Jarry E","","CA","69ce5852314e03da4ab9457b","2026-04-02T11:51:46.972000","2026-04-20T14:46:15.608000","698c747aee05acfdd23ea578","false"
