centerLng,sceneScore,sceneKey,sceneName,active,lastComputedAt,centerLat,checkpointSystemIds,checkpointCount,activeMomentCount,domainKey,id,created_date,updated_date,created_by_id,is_sample
"-73.58218179625634","240","music_NC-0000000069-NC-0000000085-NC-0000000086-NC-0000000112","Scène music — BAR SALON MR250","false","2026-04-15T12:14:33.783Z","45.52138786355737","[""NC-0000000069"",""NC-0000000085"",""NC-0000000086"",""NC-0000000112"",""NC-0000000115"",""NC-0000000118"",""NC-0000000121"",""NC-0000000130"",""NC-0000000134"",""NC-0000000148"",""NC-0000000150"",""NC-0000000304""]","12","0","music","69cfbe10b59e7488dbb95882","2026-04-03T13:18:08.742000","2026-04-15T12:14:57.455000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.5605162903263","540","music_NC-0000000068-NC-0000000077-NC-0000000089-NC-0000000095","Scène music — ARCADE MTL","false","2026-04-15T12:14:33.783Z","45.517396733283874","[""NC-0000000068"",""NC-0000000077"",""NC-0000000089"",""NC-0000000095"",""NC-0000000097"",""NC-0000000106"",""NC-0000000114"",""NC-0000000120"",""NC-0000000127"",""NC-0000000132"",""NC-0000000143"",""NC-0000000147"",""NC-0000000149"",""NC-0000000151"",""NC-0000000153"",""NC-0000000156"",""NC-0000000158"",""NC-0000000164"",""NC-0000000203"",""NC-0000000301"",""NC-0000000306"",""NC-0000000307""]","22","0","music","69cfbe10a1ff6199f5df2247","2026-04-03T13:18:08.588000","2026-04-15T12:14:57.624000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.56652257757031","60","music_NC-0000000052-NC-0000000053-NC-0000000054","Scène music — LE PARLOIR - CAVES PRIVEES","false","2026-04-22T11:37:34.340Z","45.48923610380416","[""NC-0000000052"",""NC-0000000053"",""NC-0000000054""]","3","0","music","69cd4f834695d89aa834ce6c","2026-04-01T17:01:55.385000","2026-04-22T11:37:37.919000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.57681825625693","120","music_NC-0000000084-NC-0000000104-NC-0000000111-NC-0000000113","Scène music — Crescent Warehouse","false","2026-04-23T15:19:51.215Z","45.497306260230744","[""NC-0000000084"",""NC-0000000104"",""NC-0000000111"",""NC-0000000113"",""NC-0000000138"",""NC-0000000303""]","6","0","music","69cd4f82a5fb7de5c18ec587","2026-04-01T17:01:54.882000","2026-04-23T15:20:00.328000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.62559853944623","105","music_NC-0000000009-NC-0000000021-NC-0000000035","Scène music — LE RECORD","false","2026-04-03T13:18:06.202Z","45.54378231165901","[""NC-0000000009"",""NC-0000000021"",""NC-0000000035""]","3","0","music","69cd4f81587ec6c19b412ec1","2026-04-01T17:01:53.930000","2026-04-03T13:18:31.253000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.59535286474667","180","music_NC-0000000067-NC-0000000081-NC-0000000103-NC-0000000117","Scène music — Bar la marche à côté","false","2026-04-03T13:18:06.202Z","45.52362686757839","[""NC-0000000067"",""NC-0000000081"",""NC-0000000103"",""NC-0000000117"",""NC-0000000128"",""NC-0000000135"",""NC-0000000177"",""NC-0000000178"",""NC-0000000209""]","9","0","music","69cd309edddc98127708bf0b","2026-04-01T14:50:06.928000","2026-04-03T13:18:31.416000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.56714192226606","60","music_NC-0000000049-NC-0000000050-NC-0000000051","Scène music — LE TREFLE DE VERDUN","false","2026-04-23T15:19:51.215Z","45.45934434310015","[""NC-0000000049"",""NC-0000000050"",""NC-0000000051""]","3","0","music","69cc82a7ea9d787cde4ca4d5","2026-04-01T02:27:51.725000","2026-04-23T15:20:00.239000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.55592036187221","60","music_NC-0000000153-NC-0000000203-NC-0000000306","Scène music — MADO CABARET SPECTACLE","false","2026-04-03T13:18:06.202Z","45.51802771998347","[""NC-0000000153"",""NC-0000000203"",""NC-0000000306""]","3","0","music","69cc82a6906bdb78aa9063a4","2026-04-01T02:27:50.938000","2026-04-03T13:18:31.565000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.57588932724707","120","music_NC-0000000107-NC-0000000110-NC-0000000118-NC-0000000123","Scène music — Vol de nuit","false","2026-04-03T13:18:06.202Z","45.51544860308456","[""NC-0000000107"",""NC-0000000110"",""NC-0000000118"",""NC-0000000123"",""NC-0000000130"",""NC-0000000304""]","6","0","music","69cc82a6bb32642e169d939d","2026-04-01T02:27:50.580000","2026-04-03T13:18:31.752000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"-73.56427868182298","565","music_NC-0000000068-NC-0000000077-NC-0000000094-NC-0000000095","Scène music — ARCADE MTL","false","2026-04-03T13:18:06.202Z","45.51290450117879","[""NC-0000000068"",""NC-0000000077"",""NC-0000000094"",""NC-0000000095"",""NC-0000000098"",""NC-0000000101"",""NC-0000000105"",""NC-0000000109"",""NC-0000000114"",""NC-0000000119"",""NC-0000000120"",""NC-0000000126"",""NC-0000000132"",""NC-0000000143"",""NC-0000000149"",""NC-0000000151"",""NC-0000000157"",""NC-0000000158"",""NC-0000000163"",""NC-0000000164"",""NC-0000000301"",""NC-0000000302""]","22","0","music","69cc82a6f582386d8ddfd154","2026-04-01T02:27:50.350000","2026-04-03T13:18:31.916000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
