score,checkpointSystemId,lastPlayedAt,userId,sessionsCount,domainKey,qualityAvg,updatedAt,id,created_date,updated_date,created_by_id,is_sample
"0.6999928958282725","NC-0000000160","2026-04-28T12:05:07.332Z","698c747aee05acfdd23ea578","1","photo","0.7","2026-04-28T12:05:33.638Z","69f0a28f6a897e42fcc207f4","2026-04-28T12:05:35.597000","2026-04-28T12:05:35.597000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.6999928958282725","NC-0000000160","2026-04-28T12:05:07.332Z","698dbbf753d545317578c200","1","photo","0.7","2026-04-28T12:05:33.638Z","69f0a28f1ee16ffbcd09de4a","2026-04-28T12:05:35.189000","2026-04-28T12:05:35.189000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.6755407285833146","NC-0000000165","2026-04-23T15:10:47.378Z","698c747aee05acfdd23ea578","1","music","0.6755555555555557","2026-04-23T15:11:44.268Z","69ea36b446e471c17fec3cc9","2026-04-23T15:11:48.600000","2026-04-23T15:11:48.600000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.6755407285833146","NC-0000000165","2026-04-23T15:10:47.378Z","69cd302266f2193a99122757","1","music","0.6755555555555557","2026-04-23T15:11:44.268Z","69ea36b39e98e47da68b49c9","2026-04-23T15:11:47.804000","2026-04-23T15:11:47.804000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.8999793726949951","NC-0000000165","2026-04-22T22:57:35.029Z","698d204286a5af9808991620","1","responsable","0.9","2026-04-22T22:58:34.437Z","69e9529c7007943a8c308fa5","2026-04-22T22:58:36.517000","2026-04-22T22:58:36.517000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.8999793726949951","NC-0000000165","2026-04-22T22:57:35.029Z","699c655e40e8dc98eacda675","1","responsable","0.9","2026-04-22T22:58:34.437Z","69e9529c4e4ae11dad696cfd","2026-04-22T22:58:36.145000","2026-04-22T22:58:36.145000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.8998898516768202","NC-0000000058","2026-04-22T19:42:54.030Z","69cd302266f2193a99122757","1","boisson","0.9","2026-04-22T19:48:11.296Z","69e925fe7353ad45b2d4bc1f","2026-04-22T19:48:14.894000","2026-04-22T19:48:14.894000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.8998898516768202","NC-0000000058","2026-04-22T19:42:54.030Z","69b48a2b7d5c0db589c6bb1c","1","boisson","0.9","2026-04-22T19:48:11.296Z","69e925fe8d03f287f29ab9ab","2026-04-22T19:48:14.469000","2026-04-22T19:48:14.469000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.9599816147187594","NC-0000000191","2026-04-22T12:24:33.206Z","698dbd987dbcc355eec0ff7c","2","music","0.48","2026-04-22T12:26:41.033Z","69e8be077d04d74c303d4f64","2026-04-22T12:24:39.062000","2026-04-22T12:26:44.082000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.9599816147187594","NC-0000000191","2026-04-22T12:24:33.206Z","698dd1b2193c860027a3457a","2","music","0.48","2026-04-22T12:26:41.033Z","69e8be064a6dd27637d351d1","2026-04-22T12:24:38.723000","2026-04-22T12:26:43.692000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.7933239251630569","NC-0000000104","2026-04-20T12:23:56.646Z","698dbbf753d545317578c200","2","music","0.4","2026-04-21T13:07:55.044Z","69e61ae51460285f62feb010","2026-04-20T12:24:05.856000","2026-04-21T13:08:01.536000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.7933239251630569","NC-0000000104","2026-04-20T12:23:56.646Z","698d204286a5af9808991620","2","music","0.4","2026-04-21T13:07:55.044Z","69e61ae51a174ab71770eddf","2026-04-20T12:24:05.552000","2026-04-21T13:08:01.070000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.7933239251630569","NC-0000000104","2026-04-20T12:23:56.646Z","699c655e40e8dc98eacda675","2","music","0.4","2026-04-21T13:07:55.044Z","69e61ae5f79ca551b8dbb170","2026-04-20T12:24:05.196000","2026-04-21T13:08:00.701000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.799995501462406","NC-0000000104","2026-04-20T12:18:50.463Z","699c655e40e8dc98eacda675","2","humour","0.4","2026-04-20T12:19:39.894Z","69e619b2f9be54fa05e6754d","2026-04-20T12:18:58.760000","2026-04-20T12:19:45.871000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.799995501462406","NC-0000000104","2026-04-20T12:18:50.463Z","698dbbf753d545317578c200","2","humour","0.4","2026-04-20T12:19:39.894Z","69e619b28135fd83ca59fa1e","2026-04-20T12:18:58.395000","2026-04-20T12:19:45.393000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"1.1999943882347546","NC-0000000169","2026-04-20T12:17:44.534Z","699c655e40e8dc98eacda675","2","humour","0.6","2026-04-20T12:18:05.530Z","69e61970c9015f6216070474","2026-04-20T12:17:52.706000","2026-04-20T12:18:10.671000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"1.1999943882347546","NC-0000000169","2026-04-20T12:17:44.534Z","698dbbf753d545317578c200","2","humour","0.6","2026-04-20T12:18:05.530Z","69e61970cbe3d03983e49d9a","2026-04-20T12:17:52.314000","2026-04-20T12:18:10.190000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.5999993428247938","NC-0000000124","2026-04-20T03:22:31.792Z","69cd302266f2193a99122757","1","music","0.6","2026-04-20T03:22:34.631Z","69e59bfd92228761cd9d392c","2026-04-20T03:22:37.475000","2026-04-20T03:22:37.475000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.5999993428247938","NC-0000000124","2026-04-20T03:22:31.792Z","69b48a2b7d5c0db589c6bb1c","1","music","0.6","2026-04-20T03:22:34.631Z","69e59bfd7450ece18c0998b1","2026-04-20T03:22:37.101000","2026-04-20T03:22:37.101000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.59999935138959","NC-0000000011","2026-04-20T02:11:11.262Z","69cc8733c3fe5f1da80ba357","1","music","0.6","2026-04-20T02:11:14.064Z","69e58b43ce87faf91bf2fcfb","2026-04-20T02:11:15.985000","2026-04-20T02:11:15.985000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"1.5999923596939158","NC-0000000104","2026-04-20T01:53:53.634Z","698dbd987dbcc355eec0ff7c","2","music","0.8","2026-04-20T01:54:11.594Z","69e58737a10c10d66f9edcb9","2026-04-20T01:53:59.012000","2026-04-20T01:54:13.830000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"1.5999923596939158","NC-0000000104","2026-04-20T01:53:53.634Z","69b48a2b7d5c0db589c6bb1c","2","music","0.8","2026-04-20T01:54:11.594Z","69e587363345bc6a2b4eb5e3","2026-04-20T01:53:58.588000","2026-04-20T01:54:13.500000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"0.37998942348111225","NC-0000000165","2026-04-20T01:32:26.699Z","698c747aee05acfdd23ea578","1","photo","0.38","2026-04-20T01:33:38.844Z","69e5827636bde01b2c6be13b","2026-04-20T01:33:42.338000","2026-04-20T01:33:42.338000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
