actualEndAt,hostUserId,moodFilterSnapshot,lockedAt,launchRequestedAt,sessionType,captainUserId,actualStartAt,startAt,participants,eventId,maxPlayers,scheduledStartAt,minPlayers,referrerId,checkpointLockedAt,totalPresenceCount,audienceCountFrozen,originContext,lobbyOpenedAt,slots,checkpointSystemId,artistCount,sotsSubmittedBy,launchedByUserId,audienceCount,checkpointLockedByUserId,status,id,created_date,updated_date,created_by_id,is_sample
"","69cd302266f2193a99122757","{""lineupScenes"":[{""sceneId"":""sc-1"",""label"":""Scène principale"",""icon"":""🎛""},{""sceneId"":""sc-1777410553494"",""label"":""Micro"",""icon"":""🎤""}],""lineupSchedule"":[{""plageId"":""p-1"",""label"":""Warmup"",""timeStart"":""2026-06-06T16:00:00.000Z"",""timeEnd"":""2026-06-06T16:36:00.000Z""},{""plageId"":""p-2"",""label"":""Peak"",""timeStart"":""2026-06-06T16:36:00.000Z"",""timeEnd"":""2026-06-06T18:00:00.000Z""}],""lineupPlacements"":{""SL-69f1220479760a5105fc2aa0-0:69b48a2b7d5c0db589c6bb1c:sc-1777410553494:p-1"":{""slotId"":""SL-69f1220479760a5105fc2aa0-0"",""userId"":""69b48a2b7d5c0db589c6bb1c"",""sceneId"":""sc-1777410553494"",""plageId"":""p-1"",""roleSystemId"":""RL-000008"",""assignedPrice"":120,""assignedStyleSystemIds"":[],""isPlaced"":true,""_pricingMeta"":{""hourlyRate"":309.6,""workedMin"":36,""requiredMin"":36,""billableMin"":36,""allocationRatio"":1,""blockSize"":1},""_primeMeta"":{""sots"":""+10%"",""jour"":""+10% (WE)"",""xp"":""+11% (niv.16)"",""saison"":""+15%"",""offreDemande"":""N/A""},""_primeMultiplier"":1.548,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T21:11:12.417Z"",""calculatedPrice"":186,""proposalId"":""69f12273b4fa996800a85b5a"",""proposalStatus"":""accepted"",""proposedBy"":""69cd302266f2193a99122757"",""proposedAt"":""2026-04-28T21:11:12.417Z"",""talentCounterPrice"":null,""talentResponseNote"":null}}}","","","event","","","","[{""submittedBallot"":false,""roleSystemId"":""RL-000008"",""styleSystemIds"":[],""joinedAt"":""2026-04-28T21:09:47.456Z"",""styleSystemId"":null,""sotsSubmitted"":null,""userId"":""698c747aee05acfdd23ea578"",""isNoShow"":null,""status"":""confirmed""},{""submittedBallot"":false,""roleSystemId"":""RL-000008"",""styleSystemIds"":[],""joinedAt"":""2026-04-28T21:10:46.097Z"",""styleSystemId"":null,""sotsSubmitted"":null,""userId"":""69b48a2b7d5c0db589c6bb1c"",""isNoShow"":null,""status"":""confirmed""}]","69f12202b0291cf8a10f1bbd","6","","2","","","","","","","[{""roleSystemId"":""RL-000008"",""candidateUserId"":""698c747aee05acfdd23ea578"",""confirmedBy"":""69cd302266f2193a99122757"",""candidateStyleSystemIds"":[],""slotId"":""SL-69f1220479760a5105fc2aa0-0"",""confirmedAt"":""2026-04-28T21:09:55.679Z"",""status"":""confirmed""}]","NC-0000000164","","[]","","","","aborted","69f1220479760a5105fc2aa0","2026-04-28T21:09:24.814000","2026-04-28T21:48:11.604000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"2026-04-28T18:59:36.089Z","698c747aee05acfdd23ea578","","2026-04-28T18:58:59.905Z","2026-04-28T18:58:59.905Z","quickplay","698c747aee05acfdd23ea578","2026-04-28T18:58:59.905Z","2026-04-28T18:58:59.905Z","[{""submittedBallot"":false,""roleSystemId"":""RL-000008"",""styleSystemIds"":[""ST-000038"",""ST-000100"",""ST-000165"",""ST-000217""],""joinedAt"":""2026-04-28T18:58:10.340Z"",""styleSystemId"":""ST-000038"",""sotsSubmitted"":null,""userId"":""698c747aee05acfdd23ea578"",""isNoShow"":null,""status"":""ready""},{""submittedBallot"":true,""roleSystemId"":""RL-000010"",""styleSystemIds"":[""ST-000201""],""joinedAt"":""2026-04-28T18:58:10.340Z"",""styleSystemId"":""ST-000201"",""sotsSubmitted"":true,""userId"":""69f0ffc2193f2d4d0a7bcbfa"",""isNoShow"":null,""status"":""ready""}]","","6","","2","","2026-04-28T18:58:59.905Z","","","","2026-04-28T18:58:10.340Z","[]","NC-0000000122","","[""69f0ffc2193f2d4d0a7bcbfa""]","698c747aee05acfdd23ea578","","698c747aee05acfdd23ea578","completed","69f1034459a60f4b9ff07d82","2026-04-28T18:58:12.266000","2026-04-28T18:59:57.087000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","698c747aee05acfdd23ea578","{""lineupScenes"":[{""sceneId"":""sc-1"",""label"":""Scène principale"",""icon"":""🎛""},{""sceneId"":""sc-1777400202627"",""label"":""Micro"",""icon"":""🎤""}],""lineupSchedule"":[{""plageId"":""p-1"",""label"":""Warmup"",""timeStart"":""2026-04-28T19:15:00.000Z"",""timeEnd"":""2026-04-28T19:33:18.000Z""},{""plageId"":""p-2"",""label"":""Peak"",""timeStart"":""2026-04-28T19:33:18.000Z"",""timeEnd"":""2026-04-28T20:16:00.000Z""}],""lineupPlacements"":{""SL-69f0f98e06d265552ac1f9be-0:69cd302266f2193a99122757:sc-1:p-1"":{""slotId"":""SL-69f0f98e06d265552ac1f9be-0"",""userId"":""69cd302266f2193a99122757"",""sceneId"":""sc-1"",""plageId"":""p-1"",""roleSystemId"":""RL-000009"",""assignedPrice"":40,""assignedStyleSystemIds"":[],""isPlaced"":true,""_pricingMeta"":{""hourlyRate"":111.28,""workedMin"":18.3,""requiredMin"":18.3,""billableMin"":30,""allocationRatio"":1,""blockSize"":1},""_primeMeta"":{""sots"":""+5%"",""urgence"":""+25%"",""xp"":""+6% (niv.9)"",""offreDemande"":""N/A""},""_primeMultiplier"":1.391,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T20:57:31.990Z"",""calculatedPrice"":56,""proposalId"":""69f11f3ff78af5a4a41f3980"",""proposalStatus"":""accepted"",""proposedBy"":""698c747aee05acfdd23ea578"",""proposedAt"":""2026-04-28T20:57:31.990Z"",""talentCounterPrice"":null,""talentResponseNote"":null}}}","","","event","","","","[{""submittedBallot"":false,""roleSystemId"":""RL-000009"",""styleSystemIds"":[],""joinedAt"":""2026-04-28T20:57:16.526Z"",""styleSystemId"":null,""sotsSubmitted"":null,""userId"":""69cd302266f2193a99122757"",""isNoShow"":null,""status"":""confirmed""}]","69f0f98dcf62ccab46ce2eba","6","","2","","","","","","","[{""roleSystemId"":""RL-000009"",""candidateUserId"":""69cd302266f2193a99122757"",""confirmedBy"":""698c747aee05acfdd23ea578"",""candidateStyleSystemIds"":[],""slotId"":""SL-69f0f98e06d265552ac1f9be-0"",""confirmedAt"":""2026-04-28T20:57:21.419Z"",""status"":""confirmed""}]","NC-0000000192","","[]","","","","aborted","69f0f98e06d265552ac1f9be","2026-04-28T18:16:46.865000","2026-04-28T21:47:23.228000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","69cd302266f2193a99122757","{""lineupScenes"":[{""sceneId"":""sc-1"",""label"":""Scène principale"",""icon"":""🎛""},{""sceneId"":""sc-1777395663594"",""label"":""Micro"",""icon"":""🎤""}],""lineupSchedule"":[{""plageId"":""p-1"",""label"":""Warmup"",""timeStart"":""2028-01-01T11:00:00.000Z"",""timeEnd"":""2028-01-01T12:48:00.000Z""},{""plageId"":""p-2"",""label"":""Peak"",""timeStart"":""2028-01-01T12:48:00.000Z"",""timeEnd"":""2028-01-01T15:30:00.000Z""},{""plageId"":""p-3"",""label"":""Closer"",""timeStart"":""2028-01-01T15:30:00.000Z"",""timeEnd"":""2028-01-01T17:00:00.000Z""}],""lineupPlacements"":{""SL-69f0e7d3cafc98181ba7f75c-0:698c747aee05acfdd23ea578:sc-1777395663594:p-1"":{""slotId"":""SL-69f0e7d3cafc98181ba7f75c-0"",""userId"":""698c747aee05acfdd23ea578"",""sceneId"":""sc-1777395663594"",""plageId"":""p-1"",""roleSystemId"":""RL-000008"",""assignedPrice"":210,""assignedStyleSystemIds"":[],""isPlaced"":true,""_pricingMeta"":{""hourlyRate"":289.8,""workedMin"":108,""requiredMin"":108,""billableMin"":108,""allocationRatio"":1,""blockSize"":1},""_primeMeta"":{""sots"":""+5%"",""jour"":""+20% (férié)"",""xp"":""+15% (niv.22)"",""offreDemande"":""N/A""},""_primeMultiplier"":1.449,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T17:01:39.743Z"",""calculatedPrice"":522,""proposalId"":""69f0e7f6a25e0b93de3a0ef9"",""proposalStatus"":""accepted"",""proposedBy"":""69cd302266f2193a99122757"",""proposedAt"":""2026-04-28T17:01:39.743Z"",""talentCounterPrice"":null,""talentResponseNote"":null}}}","","","event","","","","[{""submittedBallot"":false,""roleSystemId"":""RL-000008"",""styleSystemIds"":[],""joinedAt"":""2026-04-28T17:01:19.668Z"",""styleSystemId"":null,""sotsSubmitted"":null,""userId"":""698c747aee05acfdd23ea578"",""isNoShow"":null,""status"":""confirmed""}]","69f0e7d20e47fd882890d48c","6","","2","","","","","","","[{""roleSystemId"":""RL-000008"",""candidateUserId"":""698c747aee05acfdd23ea578"",""confirmedBy"":""69cd302266f2193a99122757"",""candidateStyleSystemIds"":[],""slotId"":""SL-69f0e7d3cafc98181ba7f75c-0"",""confirmedAt"":""2026-04-28T17:01:30.847Z"",""status"":""confirmed""}]","NC-0000000304","","[]","","","","aborted","69f0e7d3cafc98181ba7f75c","2026-04-28T17:01:07.985000","2026-04-28T21:48:18.786000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","69cd302266f2193a99122757","{""lineupScenes"":[{""sceneId"":""sc-1"",""label"":""Scène principale"",""icon"":""🎛""}],""lineupSchedule"":[{""plageId"":""p-1"",""label"":""Warmup"",""timeStart"":""2026-06-06T10:00:00.000Z"",""timeEnd"":""2026-06-06T22:36:00.000Z""},{""plageId"":""p-2"",""label"":""Peak"",""timeStart"":""2026-06-06T22:36:00.000Z"",""timeEnd"":""2026-06-07T17:30:00.000Z""},{""plageId"":""p-3"",""label"":""Closer"",""timeStart"":""2026-06-07T17:30:00.000Z"",""timeEnd"":""2026-06-08T04:00:00.000Z""}],""lineupPlacements"":{""SL-69f0e77b4b66c59c927aba37-0:698c747aee05acfdd23ea578:sc-1:p-1"":{""slotId"":""SL-69f0e77b4b66c59c927aba37-0"",""userId"":""698c747aee05acfdd23ea578"",""sceneId"":""sc-1"",""plageId"":""p-1"",""roleSystemId"":""RL-000008"",""assignedPrice"":250,""assignedStyleSystemIds"":[],""isPlaced"":true,""_pricingMeta"":{""hourlyRate"":305.4,""workedMin"":756,""requiredMin"":756,""billableMin"":756,""allocationRatio"":1,""blockSize"":1},""_primeMeta"":{""sots"":""+5%"",""jour"":""+10% (WE)"",""xp"":""+15% (niv.22)"",""saison"":""+15%"",""offreDemande"":""N/A""},""_primeMultiplier"":1.527,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T17:00:19.388Z"",""calculatedPrice"":3848,""proposalId"":""69f0e7a6ce0d562534106da6"",""proposalStatus"":""pending_talent"",""proposedBy"":""69cd302266f2193a99122757"",""proposedAt"":""2026-04-28T17:00:19.388Z"",""talentCounterPrice"":null,""talentResponseNote"":null}}}","","","event","","","","[{""submittedBallot"":false,""roleSystemId"":""RL-000008"",""styleSystemIds"":[],""joinedAt"":""2026-04-28T16:59:58.115Z"",""styleSystemId"":null,""sotsSubmitted"":null,""userId"":""698c747aee05acfdd23ea578"",""isNoShow"":null,""status"":""confirmed""}]","69f0e77a18ab67191b45cc44","6","","2","","","","","","","[{""roleSystemId"":""RL-000008"",""candidateUserId"":""698c747aee05acfdd23ea578"",""confirmedBy"":""69cd302266f2193a99122757"",""candidateStyleSystemIds"":[],""slotId"":""SL-69f0e77b4b66c59c927aba37-0"",""confirmedAt"":""2026-04-28T17:00:08.150Z"",""status"":""confirmed""}]","NC-0000000049","","[]","","","","aborted","69f0e77b4b66c59c927aba37","2026-04-28T16:59:39.863000","2026-04-28T21:48:26.142000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","69cd302266f2193a99122757","{""lineupScenes"":[{""sceneId"":""sc-1"",""label"":""Scène principale"",""icon"":""🎛""}],""lineupSchedule"":[{""plageId"":""p-1"",""label"":""Cérémonie"",""timeStart"":""2026-06-07T10:00:00.000Z"",""timeEnd"":""2026-06-07T10:18:00.000Z""},{""plageId"":""p-2"",""label"":""Cocktail"",""timeStart"":""2026-06-07T10:18:00.000Z"",""timeEnd"":""2026-06-07T10:54:00.000Z""},{""plageId"":""p-3"",""label"":""Souper"",""timeStart"":""2026-06-07T10:54:00.000Z"",""timeEnd"":""2026-06-07T11:44:24.000Z""},{""plageId"":""p-4"",""label"":""Danse"",""timeStart"":""2026-06-07T11:44:24.000Z"",""timeEnd"":""2026-06-07T12:06:00.000Z""},{""plageId"":""p-5"",""label"":""Party"",""timeStart"":""2026-06-07T12:06:00.000Z"",""timeEnd"":""2026-06-07T13:00:00.000Z""}],""lineupPlacements"":{""SL-69f0e437d3c2232e3ab54e7e-0:698c747aee05acfdd23ea578:sc-1:p-1"":{""slotId"":""SL-69f0e437d3c2232e3ab54e7e-0"",""userId"":""698c747aee05acfdd23ea578"",""sceneId"":""sc-1"",""plageId"":""p-1"",""roleSystemId"":""RL-000008"",""assignedPrice"":115,""assignedStyleSystemIds"":[],""isPlaced"":true,""_pricingMeta"":{""hourlyRate"":305.4,""workedMin"":18,""requiredMin"":18,""billableMin"":30,""allocationRatio"":1,""blockSize"":1},""_primeMeta"":{""sots"":""+5%"",""jour"":""+10% (WE)"",""xp"":""+15% (niv.22)"",""saison"":""+15%"",""offreDemande"":""N/A""},""_primeMultiplier"":1.527,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T16:46:24.697Z"",""calculatedPrice"":153,""proposalId"":""69f0e464f4cbc00ca21ff297"",""proposalStatus"":""accepted"",""proposedBy"":""69cd302266f2193a99122757"",""proposedAt"":""2026-04-28T16:46:24.697Z"",""talentCounterPrice"":115,""talentResponseNote"":null},""SL-69f0e437d3c2232e3ab54e7e-0:698c747aee05acfdd23ea578:sc-1:p-3"":{""slotId"":""SL-69f0e437d3c2232e3ab54e7e-0"",""userId"":""698c747aee05acfdd23ea578"",""sceneId"":""sc-1"",""plageId"":""p-3"",""roleSystemId"":""RL-000008"",""assignedPrice"":185,""assignedStyleSystemIds"":[],""isPlaced"":true,""_pricingMeta"":{""hourlyRate"":305.4,""workedMin"":50.4,""requiredMin"":50.4,""billableMin"":50.4,""allocationRatio"":1,""blockSize"":1},""_primeMeta"":{""sots"":""+5%"",""jour"":""+10% (WE)"",""xp"":""+15% (niv.22)"",""saison"":""+15%"",""offreDemande"":""N/A""},""_primeMultiplier"":1.527,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T16:47:25.158Z"",""calculatedPrice"":257,""proposalId"":""69f0e4a07b99e4d6a2e3625f"",""proposalStatus"":""accepted"",""proposedBy"":""69cd302266f2193a99122757"",""proposedAt"":""2026-04-28T16:47:25.158Z"",""talentCounterPrice"":185,""talentResponseNote"":null}}}","","","event","","","","[{""submittedBallot"":false,""roleSystemId"":""RL-000008"",""styleSystemIds"":[],""joinedAt"":""2026-04-28T16:46:01.746Z"",""styleSystemId"":null,""sotsSubmitted"":null,""userId"":""698c747aee05acfdd23ea578"",""isNoShow"":null,""status"":""confirmed""}]","69f0e4361bd96edff7653490","6","","2","","","","","","","[{""roleSystemId"":""RL-000008"",""candidateUserId"":""698c747aee05acfdd23ea578"",""confirmedBy"":""69cd302266f2193a99122757"",""candidateStyleSystemIds"":[],""slotId"":""SL-69f0e437d3c2232e3ab54e7e-0"",""confirmedAt"":""2026-04-28T16:46:10.385Z"",""status"":""confirmed""}]","NC-0000000310","","[]","","","","aborted","69f0e437d3c2232e3ab54e7e","2026-04-28T16:45:43.671000","2026-04-28T21:49:06.396000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","69cd302266f2193a99122757","{""lineupScenes"":[{""sceneId"":""sc-1"",""label"":""Scène principale"",""icon"":""🎛""},{""sceneId"":""sc-1777393790028"",""label"":""Micro"",""icon"":""🎤""}],""lineupSchedule"":[{""plageId"":""p-1"",""label"":""Warmup"",""timeStart"":""2026-09-09T14:00:00.000Z"",""timeEnd"":""2026-09-09T14:36:00.000Z""},{""plageId"":""p-2"",""label"":""Peak"",""timeStart"":""2026-09-09T14:36:00.000Z"",""timeEnd"":""2026-09-09T16:00:00.000Z""}],""lineupPlacements"":{""SL-69f0e08230f934b25a4e2a9a-0:698c747aee05acfdd23ea578:sc-1:p-1"":{""slotId"":""SL-69f0e08230f934b25a4e2a9a-0"",""userId"":""698c747aee05acfdd23ea578"",""sceneId"":""sc-1"",""plageId"":""p-1"",""roleSystemId"":""RL-000008"",""assignedPrice"":null,""assignedStyleSystemIds"":[],""isPlaced"":true,""_pricingMeta"":{""hourlyRate"":241.6,""workedMin"":36,""requiredMin"":120,""billableMin"":120,""allocationRatio"":0.3,""blockSize"":2},""_primeMeta"":{""sots"":""+5%"",""xp"":""+15% (niv.22)"",""offreDemande"":""N/A""},""_primeMultiplier"":1.208,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T16:30:39.155Z"",""calculatedPrice"":145,""proposalId"":""69f0e0b22b1f45b654e6ec97"",""proposalStatus"":""accepted"",""proposedBy"":""69cd302266f2193a99122757"",""proposedAt"":""2026-04-28T16:30:39.155Z"",""talentCounterPrice"":135,""talentResponseNote"":null},""SL-69f0e08230f934b25a4e2a9a-0:698c747aee05acfdd23ea578:sc-1:p-2"":{""slotId"":""SL-69f0e08230f934b25a4e2a9a-0"",""userId"":""698c747aee05acfdd23ea578"",""sceneId"":""sc-1"",""plageId"":""p-2"",""roleSystemId"":""RL-000008"",""assignedPrice"":null,""assignedStyleSystemIds"":[],""isPlaced"":true,""_pricingMeta"":{""hourlyRate"":241.6,""workedMin"":84,""requiredMin"":120,""billableMin"":120,""allocationRatio"":0.7,""blockSize"":2},""_primeMeta"":{""sots"":""+5%"",""xp"":""+15% (niv.22)"",""offreDemande"":""N/A""},""_primeMultiplier"":1.208,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T16:31:41.169Z"",""calculatedPrice"":338,""proposalId"":""69f0e0f01e3a451b9e072b37"",""proposalStatus"":""accepted"",""proposedBy"":""69cd302266f2193a99122757"",""proposedAt"":""2026-04-28T16:31:41.169Z"",""talentCounterPrice"":325,""talentResponseNote"":null}}}","","","event","","","","[{""submittedBallot"":false,""roleSystemId"":""RL-000008"",""styleSystemIds"":[""ST-000038"",""ST-000100""],""joinedAt"":""2026-04-28T16:30:11.294Z"",""styleSystemId"":null,""sotsSubmitted"":null,""userId"":""698c747aee05acfdd23ea578"",""isNoShow"":null,""status"":""confirmed""}]","69f0e08017a841019661d987","6","","2","","","","","","","[{""roleSystemId"":""RL-000008"",""candidateUserId"":""698c747aee05acfdd23ea578"",""confirmedBy"":""69cd302266f2193a99122757"",""candidateStyleSystemIds"":[""ST-000038"",""ST-000100""],""slotId"":""SL-69f0e08230f934b25a4e2a9a-0"",""confirmedAt"":""2026-04-28T16:30:15.567Z"",""status"":""confirmed""}]","NC-0000000310","","[]","","","","aborted","69f0e08230f934b25a4e2a9a","2026-04-28T16:29:54.041000","2026-04-28T21:48:59.104000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"2026-04-28T14:39:43.705Z","69cbfedd21c3baa494041243","","2026-04-28T14:39:35.431Z","2026-04-28T14:39:35.431Z","quickplay","69cbfedd21c3baa494041243","2026-04-28T14:39:35.431Z","2026-04-28T14:39:35.431Z","[{""submittedBallot"":true,""roleSystemId"":""RL-000008"",""styleSystemIds"":[""ST-000114""],""joinedAt"":""2026-04-28T14:39:17.598Z"",""styleSystemId"":""ST-000114"",""sotsSubmitted"":true,""userId"":""69cbfedd21c3baa494041243"",""isNoShow"":null,""status"":""ready""},{""submittedBallot"":true,""roleSystemId"":""RL-000025"",""styleSystemIds"":[""ST-000032"",""ST-000009"",""ST-000013"",""ST-000007"",""ST-000219"",""ST-000155""],""joinedAt"":""2026-04-28T14:39:17.598Z"",""styleSystemId"":""ST-000032"",""sotsSubmitted"":true,""userId"":""698dbbf753d545317578c200"",""isNoShow"":null,""status"":""ready""}]","","6","","2","","2026-04-28T14:39:35.431Z","","","","2026-04-28T14:39:17.598Z","[]","NC-0000000104","","[""69cbfedd21c3baa494041243"",""698dbbf753d545317578c200""]","69cbfedd21c3baa494041243","","69cbfedd21c3baa494041243","sots_submitted","69f0c6970803bf124b82d341","2026-04-28T14:39:19.902000","2026-04-28T14:40:11.961000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","698c747aee05acfdd23ea578","{""lineupScenes"":[{""sceneId"":""sc-1"",""label"":""Scène principale"",""icon"":""🎛""}],""lineupSchedule"":[{""plageId"":""p-1"",""label"":""Warmup"",""timeStart"":""2026-09-09T13:00:00.000Z"",""timeEnd"":""2026-09-09T13:36:00.000Z""},{""plageId"":""p-2"",""label"":""Peak"",""timeStart"":""2026-09-09T13:36:00.000Z"",""timeEnd"":""2026-09-09T15:00:00.000Z""}],""lineupPlacements"":{""SL-69f0b5559b1fc7abe63829c9-0:698dbbf753d545317578c200:sc-1:p-1"":{""assignedPrice"":120,""isPlaced"":true,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T17:22:55.546Z"",""calculatedPrice"":120,""proposalId"":""69f0b57cb8fe1808a82e5ad3"",""proposalStatus"":""pending_talent"",""proposedBy"":""698c747aee05acfdd23ea578"",""proposedAt"":""2026-04-28T17:22:55.546Z"",""talentCounterPrice"":null,""talentResponseNote"":null}}}","","","event","","","","[{""submittedBallot"":false,""roleSystemId"":""RL-000008"",""styleSystemIds"":[""ST-000032"",""ST-000009"",""ST-000013"",""ST-000007"",""ST-000219""],""joinedAt"":""2026-04-28T13:26:03.433Z"",""styleSystemId"":null,""sotsSubmitted"":null,""userId"":""698dbbf753d545317578c200"",""isNoShow"":null,""status"":""confirmed""}]","69f0b554878a81215537d7d1","6","","2","","","","","","","[{""roleSystemId"":""RL-000008"",""candidateUserId"":""698dbbf753d545317578c200"",""confirmedBy"":""698c747aee05acfdd23ea578"",""candidateStyleSystemIds"":[""ST-000032"",""ST-000009"",""ST-000013"",""ST-000007"",""ST-000219""],""slotId"":""SL-69f0b5559b1fc7abe63829c9-0"",""confirmedAt"":""2026-04-28T13:26:10.124Z"",""status"":""confirmed""}]","NC-0000000310","","[]","","","","aborted","69f0b5559b1fc7abe63829c9","2026-04-28T13:25:41.521000","2026-04-28T21:47:26.980000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
"","698dbbf753d545317578c200","{""lineupScenes"":[{""sceneId"":""sc-1"",""label"":""Scène principale"",""icon"":""🎛""}],""lineupSchedule"":[{""plageId"":""p-1"",""label"":""Arrivée"",""timeStart"":""2026-08-08T12:00:00.000Z"",""timeEnd"":""2026-08-08T12:12:00.000Z""},{""plageId"":""p-2"",""label"":""Warmup"",""timeStart"":""2026-08-08T12:12:00.000Z"",""timeEnd"":""2026-08-08T12:33:36.000Z""},{""plageId"":""p-3"",""label"":""Build"",""timeStart"":""2026-08-08T12:33:36.000Z"",""timeEnd"":""2026-08-08T13:02:24.000Z""},{""plageId"":""p-4"",""label"":""Peak"",""timeStart"":""2026-08-08T13:02:24.000Z"",""timeEnd"":""2026-08-08T13:38:24.000Z""},{""plageId"":""p-5"",""label"":""Closer"",""timeStart"":""2026-08-08T13:38:24.000Z"",""timeEnd"":""2026-08-08T14:00:00.000Z""}],""lineupPlacements"":{""SL-69f0b1d75226ed00da5397a8-0:698c747aee05acfdd23ea578:sc-1:p-1"":{""assignedPrice"":100,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T13:11:25.812Z"",""calculatedPrice"":0,""proposalId"":""69f0b1ffb07de9a57748e981"",""proposalStatus"":""pending_talent"",""proposedBy"":""698dbbf753d545317578c200"",""proposedAt"":""2026-04-28T13:11:25.812Z"",""talentCounterPrice"":null,""talentResponseNote"":null},""SL-69f0b1d75226ed00da5397a8-0:698c747aee05acfdd23ea578:sc-1:p-2"":{""assignedPrice"":100,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T13:11:48.833Z"",""calculatedPrice"":0,""proposalId"":""69f0b216efce1b6397a7b347"",""proposalStatus"":""pending_talent"",""proposedBy"":""698dbbf753d545317578c200"",""proposedAt"":""2026-04-28T13:11:48.833Z"",""talentCounterPrice"":null,""talentResponseNote"":null},""SL-69f0b1d75226ed00da5397a8-0:698c747aee05acfdd23ea578:sc-1:p-4"":{""assignedPrice"":120,""isPlaced"":true,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T13:25:00.031Z"",""calculatedPrice"":0,""proposalId"":""69f0b52df5d20255bd623164"",""proposalStatus"":""pending_talent"",""proposedBy"":""698dbbf753d545317578c200"",""proposedAt"":""2026-04-28T13:25:00.031Z"",""talentCounterPrice"":null,""talentResponseNote"":null},""SL-69f0b1d75226ed00da5397a8-0:698c747aee05acfdd23ea578:sc-1:p-5"":{""slotId"":""SL-69f0b1d75226ed00da5397a8-0"",""userId"":""698c747aee05acfdd23ea578"",""sceneId"":""sc-1"",""plageId"":""p-5"",""roleSystemId"":""RL-000008"",""assignedPrice"":100,""assignedStyleSystemIds"":[],""isPlaced"":true,""_pricingMeta"":{""hourlyRate"":305.4,""workedMin"":21.6,""requiredMin"":21.6,""billableMin"":30,""allocationRatio"":1,""blockSize"":1},""_primeMeta"":{""sots"":""+5%"",""jour"":""+10% (WE)"",""xp"":""+15% (niv.22)"",""saison"":""+15%"",""offreDemande"":""N/A""},""_primeMultiplier"":1.527,""priceIsOverridden"":true,""priceOverridedAt"":""2026-04-28T13:35:27.518Z"",""calculatedPrice"":153,""proposalId"":""69f0b7a212c7e9dac5f16a1d"",""proposalStatus"":""pending_organizer"",""proposedBy"":""698dbbf753d545317578c200"",""proposedAt"":""2026-04-28T13:35:27.518Z"",""talentCounterPrice"":175,""talentResponseNote"":null}}}","","","event","","","","[{""submittedBallot"":false,""roleSystemId"":""RL-000008"",""styleSystemIds"":[""ST-000038"",""ST-000100""],""joinedAt"":""2026-04-28T13:11:04.549Z"",""styleSystemId"":null,""sotsSubmitted"":null,""userId"":""698c747aee05acfdd23ea578"",""isNoShow"":null,""status"":""confirmed""}]","69f0b1d6bc0615a645b177f7","6","","2","","","","","","","[{""roleSystemId"":""RL-000008"",""candidateUserId"":""698c747aee05acfdd23ea578"",""confirmedBy"":""698dbbf753d545317578c200"",""candidateStyleSystemIds"":[""ST-000038"",""ST-000100""],""slotId"":""SL-69f0b1d75226ed00da5397a8-0"",""confirmedAt"":""2026-04-28T13:11:16.985Z"",""status"":""confirmed""}]","NC-0000000033","","[]","","","","aborted","69f0b1d75226ed00da5397a8","2026-04-28T13:10:47.821000","2026-04-28T21:50:09.977000","service_eb508f39-ce3d-4391-bb12-d4211c02ede9","false"
